"id","Response_X","Response_Y","ClinicName","Type","HomeDocGroupID","HomeDocGroupName","HomeInteCareGroupID1","HomeInteCareGroupName1","HomeInteCareGroupID2","HomeInteCareGroupName2","HomeInteCareGroupID3","HomeInteCareGroupName3"
61,121.754883,24.749872,"呂學劼診所",1,NA,"","","","","","",""
62,121.756486,24.755152,"光中身心診所",1,NA,"","","","","","",""
63,121.752353,24.756084,"胡進忠眼科診所",1,NA,"","","","","","",""
64,121.752321,24.753657,"宜美皮膚科診所",1,NA,"","","","","","",""
65,121.755821,24.755308,"松禾診所",1,NA,"","","","","","",""
66,121.756844,24.761387,"羅恭箎內科診所",1,NA,"","","","","","",""
67,121.747955,24.755028,"雅信診所",1,NA,"","","","","","",""
68,121.742014,24.745766,"小河馬診所",1,NA,"","","","","","",""
69,121.753055,24.759977,"朱俊源診所",1,NA,"","","","","","",""
70,121.749969,24.748899,"宜蘭普門醫療財團法人普門診所",1,1340102141,"甲子蘭","","","","","",""
71,121.77208,24.675511,"優昇診所",1,NA,"","","","","","",""
72,121.767748,24.675132,"仁和診所",1,NA,"","","","","","",""
73,121.769876,24.679193,"明堂診所",1,NA,"","","","","","",""
74,121.769962,24.673467,"仁安診所",1,NA,"","","","","","",""
75,121.766532,24.676997,"林內皮膚科診所",1,NA,"","","","","","",""
76,121.770357,24.676123,"黃內兒科診所",1,NA,"","","","","","",""
77,121.769938,24.6787,"黃耀發小兒科診所",1,NA,"","","","","","",""
78,121.771329,24.675379,"五福診所",1,NA,"","","","","","",""
79,121.771344,24.678307,"吳眼科診所",1,1340802044,"山水","","","","","",""
80,121.769139,24.677445,"洪內兒科診所",1,1340202042,"羅東","","","","","",""
81,121.770199,24.678618,"詹內兒科診所",1,NA,"","","","","","",""
82,121.770065,24.675872,"陳內兒科診所",1,NA,"","","","","","",""
83,121.771287,24.678322,"李鏡明內兒科",1,NA,"","","","","","",""
84,121.770431,24.677615,"許/醫師內兒科診所",1,NA,"","","","","","",""
85,121.770206,24.674949,"藍內兒科診所",1,NA,"","","","","","",""
86,121.770299,24.677329,"周建章診所",1,1340802044,"山水","","","","","",""
87,121.767519,24.672355,"泰林診所",1,NA,"","","","","","",""
88,121.770716,24.680449,"石耳鼻喉科",1,NA,"","","","","","",""
89,121.767929,24.679235,"李建政耳鼻喉科診所",1,NA,"","","","","","",""
90,121.765224,24.677627,"謝漢池診所",1,NA,"","","","","","",""
91,121.770167,24.672489,"仁壽診所",1,NA,"","","","","","",""
92,121.768207,24.678926,"王維昌診所",1,1340202042,"羅東","","","","","",""
93,121.767604,24.675685,"王步幸耳鼻喉科診所",1,NA,"","","","","","",""
94,121.77399,24.672298,"顏江龍整形外科診所",1,NA,"","","","","","",""
95,121.770111,24.677544,"呂耳鼻喉科診所",1,NA,"","","","","","",""
96,121.772573,24.677074,"侯眼科診所",1,NA,"","","","","","",""
97,121.769854,24.680691,"鄭裕南復健科診所",1,NA,"","","","","","",""
98,121.767235,24.672344,"普濟診所",1,1340802044,"山水","","","","","",""
99,121.765897,24.679767,"溫家麟診所",1,NA,"","","","","","",""
100,121.76984,24.679083,"林正權婦產科診所",1,1340202042,"羅東","","","","","",""
101,121.758907,24.67329,"北成診所",1,NA,"","","","","","",""
102,121.769284,24.680269,"陳文貴診所",1,1340202042,"羅東","","","","","",""
103,121.768295,24.678901,"洪眼科診所",1,NA,"","","","","","",""
104,121.771434,24.669634,"吳振華小兒科診所",1,NA,"","","","","","",""
105,121.766951,24.673271,"洪仁宗診所",1,NA,"","","","","","",""
106,121.769134,24.675193,"信德診所",1,1340802044,"山水","","","","","",""
107,121.77178,24.676721,"芳山診所",1,NA,"","","","","","",""
108,121.771265,24.678079,"佳美診所",1,NA,"","","","","","",""
109,121.766193,24.679650,"李翰林眼科診所",1,NA,"","","","","","",""
110,121.770714,24.671434,"佳音診所",1,NA,"","","","","","",""
111,121.76243,24.672399,"黃圭龍小兒科診所",1,NA,"","","","","","",""
112,121.771938,24.676143,"蔡孟吉耳鼻喉科診所",1,1340202042,"羅東","","","","","",""
113,121.770029,24.673251,"趙耳鼻喉科診所",1,NA,"","","","","","",""
114,121.76841,24.674287,"陳重慶診所",1,1340302142,"平安(二)","","","","","",""
115,121.769284,24.680269,"吳得中診所",1,1340202042,"羅東","","","","","",""
116,121.770757,24.68044,"謝世雄診所",1,NA,"","","","","","",""
117,121.770693,24.671145,"陳思衡復健科診所",1,NA,"","","","","","",""
118,121.767253,24.672315,"王仁暉皮膚科診所",1,NA,"","","","","","",""
119,121.765183,24.688802,"游信得診所",1,1340302142,"平安(二)","","","","","",""
120,121.777364,24.681059,"游能俊診所",1,NA,"","","","","","",""
121,121.768791,24.673138,"藍正州小兒科診所",1,1340202042,"羅東","","","","","",""
122,121.759478,24.671959,"維揚診所",1,NA,"","","","","","",""
123,121.777457,24.669733,"現代美學整形外科診所",1,NA,"","","","","","",""
124,121.776867,24.680996,"平和身心診所",1,NA,"","","","","","",""
125,121.76153,24.672205,"王東生診所",1,NA,"","","","","","",""
126,121.77189,24.678495,"林榆森小兒科診所",1,1340302142,"平安(二)","","","","","",""
127,121.76718,24.674988,"家家診所",1,NA,"","","","","","",""
128,121.768817,24.679647,"光澤診所",1,NA,"","","","","","",""
129,121.762604,24.672707,"黃志賢婦產科診所",1,NA,"","","","","","",""
130,121.771036,24.674424,"羅東眼科診所",1,NA,"","","","","","",""
131,121.770286,24.683984,"東興婦產科診所",1,NA,"","","","","","",""
132,121.772987,24.674479,"林育全皮膚專科診所",1,NA,"","","","","","",""
133,121.763784,24.679748,"劉醫師小兒科診所",1,NA,"","","","","","",""
134,121.768059,24.676121,"祐民診所",1,NA,"","","","","","",""
135,121.767479,24.674324,"傳康診所",1,NA,"","","","","","",""
136,121.849256,24.59626,"吳慶順診所",1,1340302142,"平安(二)","","","","","",""
137,121.837839,24.59574,"俞/國棟診所",1,1340302142,"平安(二)","","","","","",""
138,121.849662,24.596082,"周金章診所",1,NA,"","","","","","",""
139,121.847339,24.595982,"愛生診所",1,NA,"","","","","","",""
140,121.864744,24.582448,"金明診所",1,NA,"","","","","","",""
141,121.834217,24.620271,"曾家庭醫學科診所",1,NA,"","","","","","",""
142,121.867354,24.581298,"健生全民診所",1,1340302142,"平安(二)","","","","","",""
143,121.86523,24.583103,"吳昌達診所",1,NA,"","","","","","",""
144,121.839664,24.617605,"健仁內科診所",1,NA,"","","","","","",""
145,121.847873,24.595775,"瑞明眼科診所",1,NA,"","","","","","",""
146,121.830285,24.643949,"徐世明診所",1,NA,"","","","","","",""
147,121.821452,24.854067,"李彰義診所",1,NA,"","","","","","",""
148,121.824033,24.860152,"仁宏診所",1,1340402047,"頭城","HM34010001","陽大居家醫療照護團隊","","","",""
149,121.823851,24.857506,"博生診所",1,1340402047,"頭城","HM34010001","陽大居家醫療照護團隊","","","",""
150,121.822624,24.855874,"頭城診所",1,1340402047,"頭城","HM34010001","陽大居家醫療照護團隊","","","",""
151,121.820812,24.857137,"照仁診所",1,1340402047,"頭城","HM34010001","陽大居家醫療照護團隊","","","",""
152,121.824033,24.860152,"吳芳霖眼科診所",1,NA,"","","","","","",""
153,121.82139,24.853962,"杏林診所",1,1340402047,"頭城","HM34010001","陽大居家醫療照護團隊","","","",""
154,121.771735,24.824155,"周診所",1,NA,"","","","","","",""
155,121.76994,24.819195,"吳震世診所",1,NA,"","","","","","",""
156,121.771281,24.826053,"岱山診所",1,NA,"","","","","","",""
157,121.770802,24.820188,"陳內科診所",1,NA,"","","","","","",""
158,121.769659,24.818508,"安信診所",1,1340102141,"甲子蘭","HM34070001","臺北榮民總醫院員山分院團隊","HM34010001","陽大居家醫療照護團隊","",""
159,121.815636,24.762473,"陳登賢診所",1,1340102041,"全家福","HM34010001","陽大居家醫療照護團隊","","","",""
160,121.816799,24.801535,"大福診所",1,1340102043,"宜蘭","","","","","",""
161,121.786286,24.747207,"楊崑診所",1,NA,"","","","","","",""
162,121.727697,24.746158,"張世屏診所",1,NA,"","","","","","",""
163,121.723827,24.744536,"信望愛診所",1,1340102041,"全家福","HM34010001","陽大居家醫療照護團隊","","","",""
164,121.767766,24.667618,"群英診所",1,NA,"","","","","","",""
165,121.794291,24.631391,"徐診所",1,1340302142,"平安(二)","","","","","",""
166,121.763933,24.654698,"林聰源診所",1,NA,"","","","","","",""
167,121.77078,24.667176,"吳建志診所",1,NA,"","","","","","",""
168,121.768692,24.669165,"王內科診所",1,NA,"","","","","","",""
169,121.748829,24.669685,"江心修診所",1,1340802044,"山水","","","","","",""
170,121.790206,24.634685,"振生診所",1,NA,"","","","","","",""
171,121.766748,24.662959,"古醫生保健診所",1,NA,"","","","","","",""
172,121.823128,24.665519,"永生診所",1,NA,"","","","","","",""
173,121.797691,24.685608,"吉祥診所",1,NA,"","","","","","",""
174,121.770329,24.690755,"宏安診所",1,1340302142,"平安(二)","","","","","",""
175,121.770356,24.69055,"禾風時尚診所",1,NA,"","","","","","",""
176,121.768498,24.699642,"王家泰診所",1,NA,"","","","","","",""
177,121.650015,24.665879,"三星診所",1,NA,"","","","","","",""
178,121.651146,24.665849,"仁佑診所",1,NA,"","","","","","",""
179,121.715163,24.670008,"侯茂華診所",1,NA,"","","","","","",""
180,121.803045,24.465471,"皇尚診所",1,NA,"","","","","","",""
181,121.798174,24.464016,"文平診所",1,NA,"","","","","","",""
182,121.803919,24.466003,"大愛診所",1,NA,"","","","","","",""
183,121.741594,24.736955,"醫療財團法人台灣血液基金會花蓮捐血中心宜蘭捐血站",1,NA,"","","","","","",""
184,121.756424,24.754833,"六安堂中醫診所",3,NA,"","","","","","",""
185,121.757632,24.757353,"慶安中醫診所",3,NA,"","","","","","",""
186,121.749614,24.747733,"仁德堂中醫診所",3,NA,"","","","","","",""
187,121.766343,24.755793,"林鴻飛中醫診所",3,NA,"","","","","","",""
188,121.754493,24.749744,"德安中醫診所",3,NA,"","","","","","",""
189,121.755365,24.749544,"六順中醫診所",3,NA,"","","","","","",""
190,121.748714,24.758198,"仁濟中醫聯合診所",3,NA,"","","","","","",""
191,121.757411,24.755537,"慶餘堂中醫診所",3,NA,"","","","","","",""
192,121.754648,24.756237,"成春中醫診所",3,NA,"","","","","","",""
193,121.742837,24.748731,"國泰中醫診所",3,NA,"","","","","","",""
194,121.755944,24.750989,"新南大中醫診所",3,NA,"","","","","","",""
195,121.759023,24.750454,"宜蘭現代中醫診所",3,NA,"","","","","","",""
196,121.7546,24.747421,"明悅中醫診所",3,NA,"","","","","","",""
197,121.753573,24.761564,"喜樂經典中醫診所",3,NA,"","","","","","",""
198,121.745476,24.75105,"宜康中醫診所",3,NA,"","","","","","",""
199,121.753947,24.755626,"慧仁中醫診所",3,NA,"","","","","","",""
200,121.755002,24.75671,"炎鐘中醫診所",3,NA,"","","","","","",""
201,121.757962,24.67213,"羅國鶴中醫診所",3,NA,"","","","","","",""
202,121.760027,24.68042,"現代中醫診所",3,NA,"","","","","","",""
203,121.767189,24.67858,"佳恩中醫診所",3,NA,"","","","","","",""
204,121.77028,24.680541,"同仁堂中醫聯合診所",3,NA,"","","","","","",""
205,121.762794,24.673193,"愛欣中醫診所",3,NA,"","","","","","",""
206,121.771819,24.668593,"羅東仁濟中醫聯合診所",3,NA,"","","","","","",""
207,121.765374,24.674773,"羅東南大中醫診所",3,NA,"","","","","","",""
208,121.768615,24.679686,"養生堂中醫診所",3,NA,"","","","","","",""
209,121.777996,24.678215,"一生中醫診所",3,NA,"","","","","","",""
210,121.768043,24.681161,"存仁堂中醫診所",3,NA,"","","","","","",""
211,121.758398,24.673168,"怡得心中醫診所",3,NA,"","","","","","",""
212,121.770494,24.678347,"得福中醫診所",3,NA,"","","","","","",""
213,121.769109,24.672724,"六福中醫診所",3,NA,"","","","","","",""
214,121.768547,24.67063,"觀自在中醫診所",3,NA,"","","","","","",""
215,121.769646,24.681312,"三星堂中醫診所",3,NA,"","","","","","",""
216,121.769908,24.682821,"祥安中醫診所",3,NA,"","","","","","",""
217,121.770191,24.671522,"李冠儀中醫診所",3,NA,"","","","","","",""
218,121.760201,24.678315,"鴻安中醫診所",3,NA,"","","","","","",""
219,121.849613,24.595907,"世揚中醫診所",3,NA,"","","","","","",""
220,121.824033,24.860152,"仁安中醫診所",3,NA,"","","","","","",""
221,121.82059,24.856935,"陳春光中醫診所",3,NA,"","","","","","",""
222,121.761948,24.78848,"曾燦傑中醫診所",3,NA,"","","","","","",""
223,121.77094,24.821714,"大新中醫診所",3,NA,"","","","","","",""
224,121.766963,24.668855,"國榮中醫診所",3,NA,"","","","","","",""
225,121.768591,24.668919,"吉慶中醫診所",3,NA,"","","","","","",""
226,121.784506,24.691256,"同濟中醫診所",3,NA,"","","","","","",""
227,121.649709,24.665841,"星現代中醫診所",3,NA,"","","","","","",""
228,121.649814,24.667432,"田園牙醫診所",4,NA,"","","","","","",""
229,121.822751,24.667648,"利生牙醫診所",4,NA,"","","","","","",""
230,121.799667,24.685232,"林文通牙醫診所",4,NA,"","","","","","",""
231,121.790023,24.634727,"林尚宏牙科診所",4,NA,"","","","","","",""
232,121.793913,24.63149,"我家牙醫診所",4,NA,"","","","","","",""
233,121.767804,24.666138,"大千牙醫診所",4,NA,"","","","","","",""
234,121.78563,24.746322,"和平牙醫診所",4,NA,"","","","","","",""
235,121.785336,24.746642,"慈安牙醫診所",4,NA,"","","","","","",""
236,121.750874,24.744712,"達文西牙醫診所",4,NA,"","","","","","",""
237,121.741971,24.74578,"智勝科技牙醫診所",4,NA,"","","","","","",""
238,121.735429,24.747618,"超群牙醫診所",4,NA,"","","","","","",""
239,121.75307,24.760056,"佳良牙科診所",4,NA,"","","","","","",""
240,121.755648,24.767462,"李玉珍牙醫診所",4,NA,"","","","","","",""
241,121.752101,24.754335,"蘭陽牙醫診所",4,NA,"","","","","","",""
242,121.753531,24.751051,"饒正美牙醫診所",4,NA,"","","","","","",""
243,121.75223,24.756297,"統一牙醫診所",4,NA,"","","","","","",""
244,121.753084,24.760146,"弘恩牙醫診所",4,NA,"","","","","","",""
245,121.753792,24.746778,"宏宇牙醫診所",4,NA,"","","","","","",""
246,121.756395,24.741715,"幸福牙醫診所",4,NA,"","","","","","",""
247,121.746281,24.751412,"佳康牙醫診所",4,NA,"","","","","","",""
248,121.752629,24.751003,"陳宜誠牙醫診所",4,NA,"","","","","","",""
249,121.749413,24.742992,"自強牙醫診所",4,NA,"","","","","","",""
250,121.75638,24.754619,"中山牙醫診所",4,NA,"","","","","","",""
251,121.743652,24.74962,"大安麗緻牙醫診所",4,NA,"","","","","","",""
252,121.765764,24.755622,"1001楊牙醫診所",4,NA,"","","","","","",""
253,121.749495,24.750802,"銘世成牙醫診所",4,NA,"","","","","","",""
254,121.747839,24.754408,"平安牙醫診所",4,NA,"","","","","","",""
255,121.750433,24.749947,"康全牙醫診所",4,NA,"","","","","","",""
256,121.750272,24.748913,"大統牙醫診所",4,NA,"","","","","","",""
257,121.750753,24.750286,"賢仁牙醫診所",4,NA,"","","","","","",""
258,121.750003,24.751546,"陳志超牙醫診所",4,NA,"","","","","","",""
259,121.754711,24.755816,"為楷牙醫診所",4,NA,"","","","","","",""
260,121.751832,24.746724,"張登富牙醫診所",4,NA,"","","","","","",""
261,121.739783,24.751336,"通安全牙醫診所",4,NA,"","","","","","",""
262,121.754511,24.75622,"仁人牙醫診所",4,NA,"","","","","","",""
263,121.753259,24.757613,"宏林牙醫診所",4,NA,"","","","","","",""
264,121.750677,24.746561,"和睦牙醫診所",4,NA,"","","","","","",""
265,121.744783,24.748025,"清華牙醫診所",4,NA,"","","","","","",""
266,121.783557,24.744748,"一德牙醫診所",4,NA,"","","","","","",""
267,121.765038,24.728443,"陳信甫牙醫診所",4,NA,"","","","","","",""
268,121.699454,24.779917,"心德牙醫診所",4,NA,"","","","","","",""
269,121.727824,24.746231,"泉盈牙醫診所",4,NA,"","","","","","",""
270,121.808136,24.845486,"順源牙醫診所",4,NA,"","","","","","",""
271,121.825255,24.857263,"建樺牙醫診所",4,NA,"","","","","","",""
272,121.822878,24.856819,"喜美牙醫診所",4,NA,"","","","","","",""
273,121.822883,24.854035,"李牙醫診所",4,NA,"","","","","","",""
274,121.770822,24.820283,"育生牙醫診所",4,NA,"","","","","","",""
275,121.761943,24.788439,"美佳牙醫診所",4,NA,"","","","","","",""
276,121.769948,24.822646,"協安牙醫診所",4,NA,"","","","","","",""
277,121.770137,24.823072,"張牙醫診所",4,NA,"","","","","","",""
278,121.768754,24.819303,"嘉心牙醫診所",4,NA,"","","","","","",""
279,121.775283,24.675106,"徐牙醫診所",4,NA,"","","","","","",""
280,121.766985,24.675175,"光仁牙醫診所",4,NA,"","","","","","",""
281,121.764035,24.674294,"詮佳牙醫診所",4,NA,"","","","","","",""
282,121.765331,24.674747,"啟誠牙醫診所",4,NA,"","","","","","",""
283,121.763369,24.674318,"左巴牙醫診所",4,NA,"","","","","","",""
284,121.770896,24.670671,"健菖牙醫診所",4,NA,"","","","","","",""
285,121.771188,24.670085,"陳清輝牙科診所",4,NA,"","","","","","",""
286,121.769786,24.672944,"文雅牙醫診所",4,NA,"","","","","","",""
287,121.772082,24.677798,"中興牙醫診所",4,NA,"","","","","","",""
288,121.767174,24.678524,"林慧玲牙醫診所",4,NA,"","","","","","",""
289,121.770834,24.678225,"延林牙醫診所",4,NA,"","","","","","",""
290,121.770408,24.678576,"植新牙醫診所",4,NA,"","","","","","",""
291,121.769337,24.678853,"梁博文牙醫診所",4,NA,"","","","","","",""
292,121.768161,24.67893,"名人牙醫診所",4,NA,"","","","","","",""
293,121.765487,24.679613,"陳維德牙醫診所",4,NA,"","","","","","",""
294,121.764906,24.679974,"王平安牙醫診所",4,NA,"","","","","","",""
295,121.76259,24.680126,"禮綸牙醫診所",4,NA,"","","","","","",""
296,121.759771,24.680405,"多耐牙醫診所",4,NA,"","","","","","",""
297,121.770282,24.681073,"仲輝牙醫診所",4,NA,"","","","","","",""
298,121.767456,24.67761,"順泰牙醫診所",4,NA,"","","","","","",""
299,121.766053,24.677805,"藍牙醫診所",4,NA,"","","","","","",""
300,121.770033,24.675781,"東安牙醫診所",4,NA,"","","","","","",""
301,121.777576,24.681189,"冠緯牙醫診所",4,NA,"","","","","","",""
302,121.76844,24.673014,"昭全牙醫診所",4,NA,"","","","","","",""
303,121.770617,24.680476,"林雪驊牙醫診所",4,NA,"","","","","","",""
304,121.759456,24.675087,"李繼武牙醫診所",4,NA,"","","","","","",""
305,121.762497,24.672712,"振仁牙醫診所",4,NA,"","","","","","",""
306,121.761621,24.67201,"一心牙醫診所",4,NA,"","","","","","",""
307,121.767794,24.671899,"瑞祥牙醫診所",4,NA,"","","","","","",""
308,121.768097,24.670998,"佳恩牙醫診所",4,NA,"","","","","","",""
309,121.771144,24.669027,"李懷德牙醫診所",4,NA,"","","","","","",""
310,121.769694,24.669906,"康慧牙醫診所",4,NA,"","","","","","",""
311,121.76921,24.68001,"頂尖牙醫診所",4,NA,"","","","","","",""
312,121.769415,24.680598,"許/明哲牙醫診所",4,NA,"","","","","","",""
313,121.769662,24.682086,"鼎祐牙醫診所",4,NA,"","","","","","",""
314,121.769934,24.682904,"陳鴻政牙醫診所",4,NA,"","","","","","",""
315,121.770143,24.683542,"周仁紅牙醫診所",4,NA,"","","","","","",""
316,121.848142,24.59579,"黃牙醫診所",4,NA,"","","","","","",""
317,121.852919,24.596639,"陽明牙醫診所",4,NA,"","","","","","",""
318,121.866959,24.580595,"永安牙醫診所",4,NA,"","","","","","",""
319,121.833896,24.618015,"新馬牙醫診所",4,NA,"","","","","","",""
320,121.850772,24.59615,"今日牙醫診所",4,NA,"","","","","","",""
321,121.758176,24.759792,"全友牙醫診所",4,NA,"","","","","","",""
