id,Response_X,Response_Y,ClinicName,Type
158,121.769659,24.818508,安信診所,1
159,121.815636,24.762473,陳登賢診所,1
160,121.816799,24.801535,大福診所,1
161,121.786286,24.747207,楊崑診所,1
162,121.727697,24.746158,張世屏診所,1
163,121.723827,24.744536,信望愛診所,1
164,121.767766,24.667618,群英診所,1
165,121.794291,24.631391,徐診所,1
166,121.763933,24.654698,林聰源診所,1
167,121.77078,24.667176,吳建志診所,1
168,121.768692,24.669165,王內科診所,1
169,121.748829,24.669685,江心修診所,1
170,121.790206,24.634685,振生診所,1
171,121.766748,24.662959,古醫生保健診所,1
172,121.823128,24.665519,永生診所,1
173,121.797691,24.685608,吉祥診所,1
174,121.770329,24.690755,宏安診所,1
175,121.770356,24.69055,禾風時尚診所,1
176,121.768498,24.699642,王家泰診所,1
177,121.650015,24.665879,三星診所,1
178,121.651146,24.665849,仁佑診所,1
179,121.715163,24.670008,侯茂華診所,1
180,121.803045,24.465471,皇尚診所,1
181,121.798174,24.464016,文平診所,1
182,121.803919,24.466003,大愛診所,1
183,121.741594,24.736955,醫療財團法人台灣血液基金會花蓮捐血中心宜蘭捐血站,1
184,121.756424,24.754833,六安堂中醫診所,3
185,121.757632,24.757353,慶安中醫診所,3
186,121.749614,24.747733,仁德堂中醫診所,3
187,121.766343,24.755793,林鴻飛中醫診所,3
188,121.754493,24.749744,德安中醫診所,3
189,121.755365,24.749544,六順中醫診所,3
190,121.748714,24.758198,仁濟中醫聯合診所,3
191,121.757411,24.755537,慶餘堂中醫診所,3
192,121.754648,24.756237,成春中醫診所,3
193,121.742837,24.748731,國泰中醫診所,3
194,121.755944,24.750989,新南大中醫診所,3
195,121.759023,24.750454,宜蘭現代中醫診所,3
196,121.7546,24.747421,明悅中醫診所,3
197,121.753573,24.761564,喜樂經典中醫診所,3
198,121.745476,24.75105,宜康中醫診所,3
199,121.753947,24.755626,慧仁中醫診所,3
200,121.755002,24.75671,炎鐘中醫診所,3
201,121.757962,24.67213,羅國鶴中醫診所,3
202,121.760027,24.68042,現代中醫診所,3
203,121.767189,24.67858,佳恩中醫診所,3
204,121.77028,24.680541,同仁堂中醫聯合診所,3
205,121.762794,24.673193,愛欣中醫診所,3
206,121.771819,24.668593,羅東仁濟中醫聯合診所,3
207,121.765374,24.674773,羅東南大中醫診所,3
208,121.768615,24.679686,養生堂中醫診所,3
209,121.777996,24.678215,一生中醫診所,3
210,121.768043,24.681161,存仁堂中醫診所,3
211,121.758398,24.673168,怡得心中醫診所,3
212,121.770494,24.678347,得福中醫診所,3
213,121.769109,24.672724,六福中醫診所,3
214,121.768547,24.67063,觀自在中醫診所,3
215,121.769646,24.681312,三星堂中醫診所,3
216,121.769908,24.682821,祥安中醫診所,3
217,121.770191,24.671522,李冠儀中醫診所,3
218,121.760201,24.678315,鴻安中醫診所,3
219,121.849613,24.595907,世揚中醫診所,3
220,121.824033,24.860152,仁安中醫診所,3
221,121.82059,24.856935,陳春光中醫診所,3
222,121.761948,24.78848,曾燦傑中醫診所,3
223,121.77094,24.821714,大新中醫診所,3
224,121.766963,24.668855,國榮中醫診所,3
225,121.768591,24.668919,吉慶中醫診所,3
226,121.784506,24.691256,同濟中醫診所,3
227,121.649709,24.665841,星現代中醫診所,3
228,121.649814,24.667432,田園牙醫診所,4
229,121.822751,24.667648,利生牙醫診所,4
230,121.799667,24.685232,林文通牙醫診所,4
231,121.790023,24.634727,林尚宏牙科診所,4
232,121.793913,24.63149,我家牙醫診所,4
233,121.767804,24.666138,大千牙醫診所,4
234,121.78563,24.746322,和平牙醫診所,4
235,121.785336,24.746642,慈安牙醫診所,4
236,121.750874,24.744712,達文西牙醫診所,4
237,121.741971,24.74578,智勝科技牙醫診所,4
238,121.735429,24.747618,超群牙醫診所,4
239,121.75307,24.760056,佳良牙科診所,4
240,121.755648,24.767462,李玉珍牙醫診所,4
241,121.752101,24.754335,蘭陽牙醫診所,4
242,121.753531,24.751051,饒正美牙醫診所,4
243,121.75223,24.756297,統一牙醫診所,4
244,121.753084,24.760146,弘恩牙醫診所,4
245,121.753792,24.746778,宏宇牙醫診所,4
246,121.756395,24.741715,幸福牙醫診所,4
247,121.746281,24.751412,佳康牙醫診所,4
248,121.752629,24.751003,陳宜誠牙醫診所,4
249,121.749413,24.742992,自強牙醫診所,4
250,121.75638,24.754619,中山牙醫診所,4
251,121.743652,24.74962,大安麗緻牙醫診所,4
252,121.765764,24.755622,1001楊牙醫診所,4
253,121.749495,24.750802,銘世成牙醫診所,4
254,121.747839,24.754408,平安牙醫診所,4
255,121.750433,24.749947,康全牙醫診所,4
256,121.750272,24.748913,大統牙醫診所,4
257,121.750753,24.750286,賢仁牙醫診所,4
258,121.750003,24.751546,陳志超牙醫診所,4
259,121.754711,24.755816,為楷牙醫診所,4
260,121.751832,24.746724,張登富牙醫診所,4
261,121.739783,24.751336,通安全牙醫診所,4
262,121.754511,24.75622,仁人牙醫診所,4
263,121.753259,24.757613,宏林牙醫診所,4
264,121.750677,24.746561,和睦牙醫診所,4
265,121.744783,24.748025,清華牙醫診所,4
266,121.783557,24.744748,一德牙醫診所,4
267,121.765038,24.728443,陳信甫牙醫診所,4
268,121.699454,24.779917,心德牙醫診所,4
269,121.727824,24.746231,泉盈牙醫診所,4
270,121.808136,24.845486,順源牙醫診所,4
271,121.825255,24.857263,建樺牙醫診所,4
272,121.822878,24.856819,喜美牙醫診所,4
273,121.822883,24.854035,李牙醫診所,4
274,121.770822,24.820283,育生牙醫診所,4
275,121.761943,24.788439,美佳牙醫診所,4
276,121.769948,24.822646,協安牙醫診所,4
277,121.770137,24.823072,張牙醫診所,4
278,121.768754,24.819303,嘉心牙醫診所,4
279,121.775283,24.675106,徐牙醫診所,4
280,121.766985,24.675175,光仁牙醫診所,4
281,121.764035,24.674294,詮佳牙醫診所,4
282,121.765331,24.674747,啟誠牙醫診所,4
283,121.763369,24.674318,左巴牙醫診所,4
284,121.770896,24.670671,健菖牙醫診所,4
285,121.771188,24.670085,陳清輝牙科診所,4
286,121.769786,24.672944,文雅牙醫診所,4
287,121.772082,24.677798,中興牙醫診所,4
288,121.767174,24.678524,林慧玲牙醫診所,4
289,121.770834,24.678225,延林牙醫診所,4
290,121.770408,24.678576,植新牙醫診所,4
291,121.769337,24.678853,梁博文牙醫診所,4
292,121.768161,24.67893,名人牙醫診所,4
293,121.765487,24.679613,陳維德牙醫診所,4
294,121.764906,24.679974,王平安牙醫診所,4
295,121.76259,24.680126,禮綸牙醫診所,4
296,121.759771,24.680405,多耐牙醫診所,4
297,121.770282,24.681073,仲輝牙醫診所,4
298,121.767456,24.67761,順泰牙醫診所,4
299,121.766053,24.677805,藍牙醫診所,4
300,121.770033,24.675781,東安牙醫診所,4
301,121.777576,24.681189,冠緯牙醫診所,4
302,121.76844,24.673014,昭全牙醫診所,4
303,121.770617,24.680476,林雪驊牙醫診所,4
304,121.759456,24.675087,李繼武牙醫診所,4
305,121.762497,24.672712,振仁牙醫診所,4
306,121.761621,24.67201,一心牙醫診所,4
307,121.767794,24.671899,瑞祥牙醫診所,4
308,121.768097,24.670998,佳恩牙醫診所,4
309,121.771144,24.669027,李懷德牙醫診所,4
310,121.769694,24.669906,康慧牙醫診所,4
311,121.76921,24.68001,頂尖牙醫診所,4
312,121.769415,24.680598,許/明哲牙醫診所,4
313,121.769662,24.682086,鼎祐牙醫診所,4
314,121.769934,24.682904,陳鴻政牙醫診所,4
315,121.770143,24.683542,周仁紅牙醫診所,4
316,121.848142,24.59579,黃牙醫診所,4
317,121.852919,24.596639,陽明牙醫診所,4
318,121.866959,24.580595,永安牙醫診所,4
319,121.833896,24.618015,新馬牙醫診所,4
320,121.850772,24.59615,今日牙醫診所,4
321,121.758176,24.759792,全友牙醫診所,4
