id,Address,Response_Address,Response_X,Response_Y
32,宜蘭縣羅東鎮站前南路1號,宜蘭縣羅東鎮南昌里5鄰站前南路1號,121.772483,24.669003
33,宜蘭縣冬山鄉永興路一段189號,宜蘭縣冬山鄉永美村13鄰永興路一段189號,121.771303,24.655405
34,宜蘭縣羅東鎮中正路128號,宜蘭縣羅東鎮大新里17鄰中正路128號,121.771374,24.676037
35,宜蘭縣五結鄉中正路三段151號,宜蘭縣五結鄉二結村9鄰中正路三段151號,121.770482,24.706931
36,宜蘭縣五結鄉中正東路50號,宜蘭縣五結鄉上四村10鄰中正東路50號,121.770411,24.698984
37,宜蘭縣羅東鎮中華路189號,宜蘭縣羅東鎮信義里21鄰中華路189號,121.768578,24.683542
38,宜蘭縣礁溪鄉礁溪路四段135號,宜蘭縣礁溪鄉大忠村7鄰礁溪路四段135號,121.768531,24.821688
39,宜蘭縣冬山鄉港尾路98號,宜蘭縣冬山鄉丸山村9鄰港尾路98號,121.766280,24.642622
40,宜蘭縣冬山鄉光明路51號,宜蘭縣冬山鄉清溝村13鄰光明路51號,121.766080,24.666488
41,宜蘭縣冬山鄉義成路二段378巷87號,宜蘭縣冬山鄉順安村27鄰義成路二段378巷87號,121.764801,24.653692
42,宜蘭縣羅東鎮純精路二段58號,宜蘭縣羅東鎮漢民里32鄰純精路二段58號,121.763871,24.675547
43,宜蘭縣羅東鎮興東南路100號,宜蘭縣羅東鎮成功里2鄰興東南路100號,121.762497,24.672712
44,宜蘭縣礁溪鄉林尾路66號,宜蘭縣礁溪鄉林美村7鄰林尾路66號,121.754711,24.816689
45,宜蘭縣冬山鄉鹿埔路490號,宜蘭縣冬山鄉鹿埔村10鄰鹿埔路490號,121.750733,24.655695
46,宜蘭市擺厘路11-27號,宜蘭縣宜蘭市擺厘里12鄰擺厘路11之27號,121.749622,24.744586
47,宜蘭市復興路二段77號,宜蘭縣宜蘭市文化里9鄰復興路二段77號,121.746853,24.749036
48,宜蘭市進士路53-1號,宜蘭縣宜蘭市進士里7鄰進士路53之1號,121.746344,24.741438
49,宜蘭縣三星鄉上將路一段249巷30號,宜蘭縣三星鄉尾塹村9鄰上將路一段249巷30號,121.745222,24.701012
50,宜蘭縣礁溪鄉龍泉路31號,宜蘭縣礁溪鄉龍潭村13鄰龍泉路31號,121.742777,24.784054
51,宜蘭市建軍路36號,宜蘭縣宜蘭市泰山里6鄰建軍路36號,121.73776,24.752478
52,宜蘭縣三星鄉五分路二段180號,宜蘭縣三星鄉大洲村7鄰五分路二段180號,121.730625,24.692294
53,宜蘭縣冬山鄉柯林村光華路209號,宜蘭縣冬山鄉柯林村10鄰光華路209號,121.729876,24.676560
54,宜蘭縣員山鄉員山村員山路一段210號,宜蘭縣員山鄉員山村22鄰員山路一段210號,121.726570,24.745607
55,宜蘭縣員山鄉深溝村惠民路266號,宜蘭縣員山鄉深溝村2鄰惠民路266號,121.724114,24.723361
56,宜蘭縣員山鄉復興路39號,宜蘭縣員山鄉員山村37鄰復興路39號,121.722724,24.744105
57,宜蘭縣員山鄉頭份村永金二路157巷16號,宜蘭縣員山鄉永和村21鄰永金二路157巷16號,121.721672,24.754982
58,宜蘭縣大同鄉寒溪村寒溪巷55-5號,宜蘭縣大同鄉寒溪村9鄰寒溪巷55之5號,121.688711,24.610343
59,宜蘭縣三星鄉月眉村三星路4段318號,宜蘭縣三星鄉月眉村3鄰三星路四段318號,121.656623,24.667371
60,宜蘭縣三星鄉月眉街54號,宜蘭縣三星鄉月眉村6鄰月眉街54號,121.653730,24.667800
61,宜蘭縣三星鄉天山村福山街119號,宜蘭縣三星鄉天山村13鄰福山街119號,121.618469,24.661549
62,宜蘭縣大同鄉樂水村碼崙路59號,宜蘭縣大同鄉樂水村4鄰碼崙路59號,121.530546,24.599493
63,宜蘭縣南澳鄉金岳村12號,宜蘭縣南澳鄉金岳村1鄰金岳路12號,121.776347,24.470930
64,宜蘭縣南澳鄉武塔村新溪路溫泉巷7之1號,宜蘭縣南澳鄉武塔村6鄰新溪路溫泉巷7之1號,121.777363,24.443684
65,宜蘭縣員山鄉尚德村大湖20路25號,宜蘭縣員山鄉尚德村18鄰大湖二十路25號,121.711185,24.734025
66,宜蘭縣大同鄉寒溪村自強新村1號,宜蘭縣大同鄉寒溪村1鄰自強新村1之50號,121.705224,24.614295
67,宜蘭縣三星鄉三星路一段553巷48號,宜蘭縣三星鄉大隱村三星路一段553巷48號,121.714882,24.668743
68,宜蘭縣員山鄉同樂村蘭城路42-21號,宜蘭縣員山鄉同樂村33鄰蘭城路42之21號,121.730271,24.770777
69,宜蘭縣五結鄉錦草路37-1號,宜蘭縣五結鄉錦眾村3鄰錦草路37之1號,121.820569,24.707600
70,宜蘭縣冬山鄉冬山路98號之2,宜蘭縣冬山鄉南興村8鄰冬山路98之2號,121.794619,24.633076
71,宜蘭縣冬山鄉福興東路48號,宜蘭縣冬山鄉大興村4鄰福興東路48號,121.809903,24.628579
72,宜蘭縣蘇澳鎮新城北路50-1號,找不到指定的門牌地址。,,
73,宜蘭縣大同鄉崙埤村朝陽巷10-9號,宜蘭縣大同鄉崙埤村4鄰朝陽10之9號,121.608901,24.678457
74,宜蘭縣頭城鎮濱海路一段601號,宜蘭縣頭城鎮竹安里10鄰頭濱路一段601號,121.82063,24.825164
75,宜蘭縣頭城鎮武營里開蘭路224號,宜蘭縣頭城鎮武營里4鄰開蘭路224號,121.825935,24.861105
