id,Address,Response_Address,Response_X,Response_Y
30,宜蘭縣宜蘭市和睦路團管區巷１７號１樓,宜蘭縣宜蘭市神農里15鄰和睦路團管區巷17號,121.754526,24.751102
31,宜蘭縣宜蘭市校舍路８９號,宜蘭縣宜蘭市東村里9鄰校舍路89號,121.761123,24.751051
32,宜蘭縣宜蘭市中山路２段２２５號,宜蘭縣宜蘭市民權里7鄰中山路二段225號,121.753364,24.750827
33,宜蘭縣宜蘭市聖後街１６３號,宜蘭縣宜蘭市東門里6鄰聖後街163號,121.753847,24.758755
34,宜蘭縣宜蘭市昇平街７２號,宜蘭縣宜蘭市新民里15鄰昇平街72號,121.753742,24.756787
35,宜蘭縣宜蘭市中山路３段１６３號,宜蘭縣宜蘭市中山里4鄰中山路三段163號,121.752984,24.759694
36,宜蘭縣宜蘭市同興街１０１號,宜蘭縣宜蘭市北門里7鄰同興街101號,121.753589,24.763043
37,宜蘭縣宜蘭市文昌路５１號,宜蘭縣宜蘭市南門里4鄰文昌路51號,121.751182,24.757959
38,宜蘭縣宜蘭市北門里中山路３段２２７號,宜蘭縣宜蘭市北門里1鄰中山路三段227號,121.753542,24.761480
39,宜蘭縣宜蘭市中山路３段２１１號,宜蘭縣宜蘭市西門里1鄰中山路三段211號,121.753310,24.760847
40,宜蘭縣宜蘭市復興路６６號,宜蘭縣宜蘭市神農里14鄰復興路66號,121.754398,24.749923
41,宜蘭縣宜蘭市光復路４１號,宜蘭縣宜蘭市神農里16鄰光復路41號,121.755953,24.754894
42,宜蘭縣宜蘭市復興路３２號,宜蘭縣宜蘭市神農里12鄰復興路32號,121.755336,24.750203
43,宜蘭縣宜蘭市神農路１段９５號１、２樓９７號１樓,宜蘭縣宜蘭市文化里2鄰神農路一段95號,121.750054,24.749236
44,宜蘭縣宜蘭市中山路３段１５２號５樓１～２,宜蘭縣宜蘭市東門里12鄰中山路三段152號,121.753089,24.759083
45,宜蘭縣宜蘭市中山路２段３０８號１樓,宜蘭縣宜蘭市神農里14鄰中山路二段308號,121.753990,24.749842
46,宜蘭縣宜蘭市宜興路１段７９之１號,宜蘭縣宜蘭市神農里13鄰宜興路一段79之1號,121.755735,24.750537
47,宜蘭縣宜蘭市復興路３５號,宜蘭縣宜蘭市神農里12鄰復興路35號,121.754883,24.749872
48,宜蘭縣宜蘭市光復路３０號２樓,宜蘭縣宜蘭市大新里3鄰光復路30號,121.756486,24.755152
49,宜蘭縣宜蘭市中山路３段４２－１號,宜蘭縣宜蘭市新民里1鄰中山路三段42之1號,121.752353,24.756084
50,宜蘭縣宜蘭市中山路２段３０１－２號,宜蘭縣宜蘭市神農里17鄰中山路二段301之2號,121.752321,24.753657
51,宜蘭縣宜蘭市崇聖街８３、８３之１號１樓,宜蘭縣宜蘭市東門里3鄰崇聖街83號,121.755496,24.757851
52,宜蘭縣宜蘭市民權路２段１０２號１樓,宜蘭縣宜蘭市南門里8鄰民權路二段102號,121.747955,24.755028
53,宜蘭縣宜蘭市女中路３段２６－１號１樓,宜蘭縣宜蘭市思源里8鄰女中路三段26之1號,121.742014,24.745766
54,宜蘭縣宜蘭市中山路三段１７５號１樓,宜蘭縣宜蘭市中山里4鄰中山路三段175號,121.753055,24.759977
55,宜蘭縣宜蘭市中山路５段２１０號,宜蘭縣宜蘭市新生里12鄰中山路五段210號,121.757626,24.771332
56,宜蘭縣宜蘭市東港路４０之１９號,宜蘭縣宜蘭市成功里3鄰東港路40之19號,121.764193,24.753236
57,宜蘭縣宜蘭市光復路４８號１０樓,宜蘭縣宜蘭市大新里3鄰光復路48號,121.755821,24.755308
58,宜蘭縣羅東鎮開明里和平路７４號,宜蘭縣羅東鎮開明里18鄰和平路74號,121.772080,24.675511
59,宜蘭縣羅東鎮中山路３段２５９號,宜蘭縣羅東鎮中山里15鄰中山路三段259號,121.767748,24.675132
60,宜蘭縣羅東鎮天津路２０號,宜蘭縣羅東鎮公正里3鄰天津路20號,121.769876,24.679193
61,宜蘭縣羅東鎮中正街１９號,宜蘭縣羅東鎮仁和里12鄰中正街19號,121.769962,24.673467
62,宜蘭縣羅東鎮振泰街２１號,宜蘭縣羅東鎮中山里5鄰振泰街21號,121.770357,24.676123
63,宜蘭縣羅東鎮公正里公正路１３８號,宜蘭縣羅東鎮公正里2鄰公正路138號,121.769938,24.678700
64,宜蘭縣羅東鎮中正路１０８號,宜蘭縣羅東鎮開明里1鄰中正路108號,121.771329,24.675379
65,宜蘭縣羅東鎮公正里公正路９６號,宜蘭縣羅東鎮公正里2鄰公正路96號,121.771344,24.678307
66,宜蘭縣羅東鎮集祥里天津路３號,宜蘭縣羅東鎮集祥里14鄰天津路3號,121.769139,24.677445
67,宜蘭縣羅東鎮公正路１２８號,宜蘭縣羅東鎮公正里2鄰公正路128號,121.770199,24.678618
68,宜蘭縣羅東鎮民權路５６巷１１號,宜蘭縣羅東鎮中山里2鄰民權路56巷11號,121.770065,24.675872
69,宜蘭縣羅東鎮公正路９８號,宜蘭縣羅東鎮公正里2鄰公正路98號,121.771287,24.678322
70,宜蘭縣羅東鎮集祥里長春路３５號,宜蘭縣羅東鎮集祥里10鄰長春路35號,121.770431,24.677615
71,宜蘭縣羅東鎮中山路３段１９６號,宜蘭縣羅東鎮中山里12鄰中山路三段196號,121.770206,24.674949
72,宜蘭縣羅東鎮成功里興東南路１７０號,宜蘭縣羅東鎮成功里7鄰興東南路170號,121.767519,24.672355
73,宜蘭縣羅東鎮倉前路５５號,宜蘭縣羅東鎮公正里3鄰倉前路55號,121.770716,24.680449
74,宜蘭縣羅東鎮公正里公正路２０２號,宜蘭縣羅東鎮公正里13鄰公正路202號,121.767929,24.679235
75,宜蘭縣羅東鎮忠孝路９１號,宜蘭縣羅東鎮賢文里33鄰忠孝路91號,121.765224,24.677627
76,宜蘭縣羅東鎮中正南路１９７號,宜蘭縣羅東鎮成功里1鄰中正南路197號,121.770167,24.672489
77,宜蘭縣羅東鎮公正路１６７－３號,宜蘭縣羅東鎮賢文里1鄰公正路167之3號,121.768207,24.678926
78,宜蘭縣羅東鎮浮崙里興東路１３－３號,宜蘭縣羅東鎮中山里20鄰興東路13之3號,121.767604,24.675685
79,宜蘭縣羅東鎮南昌里南昌街３３－６號３樓,宜蘭縣羅東鎮南昌里3鄰南昌街33之6號,121.773990,24.672298
80,宜蘭縣羅東鎮集祥里公正街２５號,宜蘭縣羅東鎮集祥里17鄰公正街25號,121.770111,24.677544
81,宜蘭縣羅東鎮大新里６鄰和平路１４２號,宜蘭縣羅東鎮大新里6鄰和平路142號,121.772573,24.677074
82,宜蘭縣羅東鎮倉前路７７－７號,宜蘭縣羅東鎮公正里7鄰倉前路77之7號,121.769854,24.680691
83,宜蘭縣羅東鎮興東南路２３３號,宜蘭縣羅東鎮成功里7鄰興東南路233號,121.767235,24.672344
84,宜蘭縣羅東鎮公正里公正路２６４號,宜蘭縣羅東鎮公正里16鄰公正路264號,121.765897,24.679767
85,宜蘭縣羅東鎮天津路１８－１號,宜蘭縣羅東鎮公正里3鄰天津路18之1號,121.769840,24.679083
86,宜蘭縣羅東鎮中山路４段２４０號,宜蘭縣羅東鎮北成里8鄰中山路四段240號,121.758907,24.673290
87,宜蘭縣羅東鎮公正里興東路１１８號１，２樓,宜蘭縣羅東鎮公正里6鄰興東路118號,121.769284,24.680269
88,宜蘭縣羅東鎮公正路１６７－１號,宜蘭縣羅東鎮賢文里1鄰公正路167之1號,121.768295,24.678901
89,宜蘭縣羅東鎮中正南路６３號,宜蘭縣羅東鎮南豪里1鄰中正南路63號,121.771434,24.669634
90,宜蘭縣羅東鎮興東南路２５７號,宜蘭縣羅東鎮仁德里15鄰興東南路257號,121.766951,24.673271
91,宜蘭縣羅東鎮中山路３段２５８號,宜蘭縣羅東鎮中山里9鄰中山路三段258號,121.769134,24.675193
92,宜蘭縣羅東鎮大新里中正路１５６號,宜蘭縣羅東鎮大新里10鄰中正路156號,121.771780,24.676721
93,宜蘭縣羅東鎮公正路９５－１號,宜蘭縣羅東鎮集祥里9鄰公正路95之1號,121.771265,24.678079
94,宜蘭縣羅東鎮公正里公正路２５８號１、２樓,宜蘭縣羅東鎮公正里16鄰公正路258號,121.766172,24.680018
95,宜蘭縣羅東鎮光榮路４２１號,宜蘭縣羅東鎮東安里27鄰光榮路421號,121.770714,24.671434
96,宜蘭縣羅東鎮維揚路３０號１樓,宜蘭縣羅東鎮維揚里1鄰維揚路30號,121.762430,24.672399
97,宜蘭縣羅東鎮民生東路６６號,宜蘭縣羅東鎮大新里12鄰民生東路66號,121.771938,24.676143
98,宜蘭縣羅東鎮中正街１０號,宜蘭縣羅東鎮仁和里7鄰中正街10號,121.770029,24.673251
99,宜蘭縣羅東鎮民族路７０號,宜蘭縣羅東鎮仁和里17鄰民族路70號,121.768410,24.674287
100,宜蘭縣羅東鎮興東路１１８號３樓及１２０號３樓,宜蘭縣羅東鎮公正里6鄰興東路118號,121.769284,24.680269
101,宜蘭縣羅東鎮倉前路５３號,宜蘭縣羅東鎮公正里3鄰倉前路53號,121.770757,24.680440
102,宜蘭縣羅東鎮中正南路１３７號,宜蘭縣羅東鎮南豪里2鄰中正南路137號,121.770693,24.671145
103,宜蘭縣羅東鎮興東南路２３１號,宜蘭縣羅東鎮成功里7鄰興東南路231號,121.767253,24.672315
104,宜蘭縣羅東鎮復興路２段１６１號,宜蘭縣羅東鎮竹林里14鄰復興路二段161號,121.765183,24.688802
105,宜蘭縣羅東鎮光榮路４９１號,宜蘭縣羅東鎮東安里26鄰光榮路491號,121.777364,24.681059
106,宜蘭縣羅東鎮南門路２０號,宜蘭縣羅東鎮仁和里12鄰南門路20號,121.768791,24.673138
107,宜蘭縣羅東鎮維揚路１３６號,宜蘭縣羅東鎮維揚里5鄰維揚路136號,121.759478,24.671959
108,宜蘭縣羅東鎮維揚路７８號,宜蘭縣羅東鎮維揚里1鄰維揚路78號,121.761530,24.672205
109,宜蘭縣羅東鎮中正北路１７號１樓,宜蘭縣羅東鎮公正里2鄰中正北路17號,121.771890,24.678495
110,宜蘭縣羅東鎮中山路３段２７７號,宜蘭縣羅東鎮中山里15鄰中山路三段277號,121.767180,24.674988
111,宜蘭縣羅東鎮興東路１１７號２樓,宜蘭縣羅東鎮公正里9鄰興東路117號,121.768817,24.679647
112,宜蘭縣羅東鎮維揚路１６號１樓,宜蘭縣羅東鎮成功里8鄰維揚路16號,121.762497,24.672712
113,宜蘭縣羅東鎮中正路７８號１樓,宜蘭縣羅東鎮開明里4鄰中正路78號,121.771036,24.674424
114,宜蘭縣羅東鎮興東路２６９號,宜蘭縣羅東鎮信義里21鄰興東路269號,121.770286,24.683984
115,宜蘭縣羅東鎮倉前路４２號,宜蘭縣羅東鎮信義里5鄰倉前路42號,121.772987,24.674479
116,宜蘭縣羅東鎮純精路２段２２９號,宜蘭縣羅東鎮賢文里37鄰純精路二段229號,121.763784,24.679748
117,宜蘭縣羅東鎮興東南路２３２號２樓,宜蘭縣羅東鎮仁德里2鄰興東南路232號,121.767479,24.674324
118,宜蘭縣蘇澳鎮華中街５號,宜蘭縣蘇澳鎮蘇西里8鄰華中街5號,121.849256,24.596260
119,宜蘭縣蘇澳鎮蘇港路３６９號,宜蘭縣蘇澳鎮聖湖里4鄰蘇港路369號,121.837839,24.595740
120,宜蘭縣蘇澳鎮中山路１段１１６號,宜蘭縣蘇澳鎮蘇西里2鄰中山路一段116號,121.849662,24.596082
121,宜蘭縣蘇澳鎮蘇西里中山路１段１９４號,宜蘭縣蘇澳鎮蘇西里13鄰中山路一段194號,121.847339,24.595982
122,宜蘭縣蘇澳鎮南安路１７５號,宜蘭縣蘇澳鎮南正里8鄰南安路175號,121.864744,24.582448
123,宜蘭縣蘇澳鎮永榮里大同路２９號,宜蘭縣蘇澳鎮永榮里1鄰大同路29號,121.834217,24.620271
124,宜蘭縣蘇澳鎮南寧路４４號,宜蘭縣蘇澳鎮南興里1鄰南寧路44號,121.867354,24.581298
125,宜蘭縣蘇澳鎮南安里海邊路１４１號,宜蘭縣蘇澳鎮南安里13鄰海邊路141號,121.865230,24.583103
126,宜蘭縣蘇澳鎮興安路３２號１樓,宜蘭縣蘇澳鎮隘丁里13鄰興安路32號,121.839664,24.617605
127,宜蘭縣蘇澳鎮中山路１段１４７號,宜蘭縣蘇澳鎮蘇西里16鄰中山路一段147號,121.847873,24.595775
128,宜蘭縣蘇澳鎮建福路２號及４號,宜蘭縣蘇澳鎮龍德里18鄰建福路2號,121.830285,24.643949
129,宜蘭縣蘇澳鎮中山路１段２１８號１樓,宜蘭縣蘇澳鎮蘇西里13鄰中山路一段218號,121.846221,24.595951
130,宜蘭縣頭城鎮新建里新興路１４號,宜蘭縣頭城鎮新建里6鄰新興路14號,121.821452,24.854067
131,宜蘭縣頭城鎮纘祥路７９－２號,宜蘭縣頭城鎮城北里9鄰纘祥路141號,121.824033,24.860152
132,宜蘭縣頭城鎮城東里中庸路２３號,宜蘭縣頭城鎮城東里8鄰中庸街23號,121.823851,24.857506
133,宜蘭縣頭城鎮城西里開蘭路５０號,宜蘭縣頭城鎮城西里6鄰開蘭路50號,121.822624,24.855874
134,宜蘭縣頭城鎮吉祥路８８巷２７號,宜蘭縣頭城鎮拔雅里1鄰吉祥路88巷27號,121.820812,24.857137
135,宜蘭縣頭城鎮城北里纘祥路６７－６號,宜蘭縣頭城鎮城北里9鄰纘祥路141號,121.824033,24.860152
136,宜蘭縣頭城鎮新興路１７號,宜蘭縣頭城鎮新建里6鄰新興路17號,121.821390,24.853962
137,宜蘭縣礁溪鄉中山路２段２１號１樓,宜蘭縣礁溪鄉六結村6鄰中山路二段21號,121.771735,24.824155
138,宜蘭縣礁溪鄉大忠村中山路１段９９號,宜蘭縣礁溪鄉大忠村4鄰中山路一段99號,121.769940,24.819195
139,宜蘭縣礁溪鄉礁溪路５段１７號,宜蘭縣礁溪鄉德陽村13鄰礁溪路五段17號,121.771281,24.826053
140,宜蘭縣礁溪鄉中山路１段２３０號１樓,宜蘭縣礁溪鄉六結村3鄰中山路一段230號,121.770942,24.820635
141,宜蘭縣礁溪鄉中山路１段１２０號,宜蘭縣礁溪鄉大義村3鄰中山路一段120號,121.769659,24.818508
142,宜蘭縣礁溪鄉礁溪路１段５６號,宜蘭縣礁溪鄉吳沙村4鄰礁溪路一段56號,121.761143,24.783989
143,宜蘭縣壯圍鄉壯濱路３段３８５號,宜蘭縣壯圍鄉過嶺村10鄰壯濱路三段385號,121.815636,24.762473
144,宜蘭縣壯圍鄉壯濱路６段２３１號,宜蘭縣壯圍鄉大福村5鄰壯濱路六段231號,121.816799,24.801535
145,宜蘭縣壯圍鄉吉祥村中央路２段２９７號,宜蘭縣壯圍鄉吉祥村17鄰中央路二段297號,121.786286,24.747207
146,宜蘭縣員山鄉員山村員山路１段１６６號,宜蘭縣員山鄉員山村36鄰員山路一段166號,121.727697,24.746158
147,宜蘭縣員山鄉復興路６號,宜蘭縣員山鄉員山村26鄰復興路6號,121.723827,24.744536
148,宜蘭縣冬山鄉和平路９號,宜蘭縣冬山鄉群英村55鄰和平路9號,121.767766,24.667618
149,宜蘭縣冬山鄉南興村照安路３３巷３２號,宜蘭縣冬山鄉南興村14鄰照安路33巷32號,121.794291,24.631391
150,宜蘭縣冬山鄉義成路２段３７５號,宜蘭縣冬山鄉順安村28鄰義成路二段375號,121.763933,24.654698
151,宜蘭縣冬山鄉冬山路５段２１２號,宜蘭縣冬山鄉群英村62鄰冬山路五段212號,121.770780,24.667176
152,宜蘭縣冬山鄉義成路３段５６２號,宜蘭縣冬山鄉群英村43鄰義成路三段562號,121.768692,24.669165
153,宜蘭縣冬山鄉廣興路２１５號,宜蘭縣冬山鄉廣興村10鄰廣興路215號,121.748829,24.669685
154,宜蘭縣冬山鄉冬山路２４７號,宜蘭縣冬山鄉冬山村2鄰冬山路247號,121.790206,24.634685
155,宜蘭縣冬山鄉義成路３段５００號,宜蘭縣冬山鄉群英村42鄰義成路三段500號,121.768147,24.667416
156,宜蘭縣五結鄉利成路２段３６６號,宜蘭縣五結鄉利澤村12鄰利成路二段366號,121.823128,24.665519
157,宜蘭縣五結鄉五結中路２段２３之１號,宜蘭縣五結鄉五結村7鄰五結中路二段23之1號,121.797583,24.685609
158,宜蘭縣五結鄉中正路１段１６８號,宜蘭縣五結鄉四結村3鄰中正路一段168號,121.770329,24.690755
159,宜蘭縣五結鄉上四村中正西路２３號,宜蘭縣五結鄉上四村12鄰中正西路23號,121.768498,24.699642
160,宜蘭縣五結鄉五結中路２段６號１樓,宜蘭縣五結鄉五結村6鄰五結中路二段6號,121.797938,24.685010
161,宜蘭縣五結鄉禮運路３８號１樓,宜蘭縣五結鄉福興村14鄰禮運路38號,121.776795,24.680990
162,宜蘭縣三星鄉三星路５段１６２號,宜蘭縣三星鄉義德村4鄰三星路五段162號,121.650015,24.665879
163,宜蘭縣三星鄉三星路５段６７號,宜蘭縣三星鄉義德村2鄰三星路五段67號,121.651146,24.665849
164,宜蘭縣三星鄉三星路１段５２１號,宜蘭縣三星鄉大隱村15鄰三星路一段521號,121.715163,24.670008
165,宜蘭縣三星鄉義德村２鄰三星路５段４９號,宜蘭縣三星鄉義德村2鄰三星路五段49號,121.651538,24.665887
166,宜蘭縣三星鄉三星路１段５９３號１樓,宜蘭縣三星鄉大隱村16鄰三星路一段593號,121.713138,24.670057
167,宜蘭縣大同鄉崙埤村泰雅路１段５０－１號,宜蘭縣大同鄉崙埤村7鄰泰雅路一段50之1號,121.609677,24.676150
168,宜蘭縣南澳鄉蘇花路２段３５７號,宜蘭縣南澳鄉南澳村2鄰蘇花路二段357號,121.803045,24.465471
169,宜蘭縣南澳鄉蘇花路２段１７１號,宜蘭縣南澳鄉南澳村2鄰蘇花路二段171號,121.798174,24.464016
170,宜蘭縣南澳鄉蘇花路２段３８３號,宜蘭縣南澳鄉南澳村2鄰蘇花路二段383號,121.803919,24.466003
171,宜蘭縣宜蘭市健康路二段２－２號１樓,宜蘭縣宜蘭市復興里4鄰健康路二段2之2號,121.752319,24.745546
172,宜蘭縣羅東鎮民生路７９號,宜蘭縣羅東鎮賢文里6鄰民生路79號,121.766951,24.677529
173,宜蘭縣蘇澳鎮志成路６０號,宜蘭縣蘇澳鎮蘇西里26鄰志成路60號,121.841658,24.593975
174,宜蘭縣頭城鎮吉祥路１５號,宜蘭縣頭城鎮新建里15鄰吉祥路15號,121.820549,24.856759
175,宜蘭縣礁溪鄉礁溪路４段１２６號,宜蘭縣礁溪鄉大忠村5鄰礁溪路四段126號,121.769905,24.820865
176,宜蘭縣壯圍鄉中央路２段２９０號,宜蘭縣壯圍鄉吉祥村5鄰中央路二段290號,121.786319,24.746750
177,宜蘭縣員山鄉復興路２號,宜蘭縣員山鄉員山村26鄰復興路2號,121.724365,24.744299
178,宜蘭縣冬山鄉中正路１６號,宜蘭縣冬山鄉冬山村11鄰中正路16號,121.791571,24.636123
179,宜蘭縣五結鄉五結村五結路２段３３７號,宜蘭縣五結鄉五結村2鄰五結路二段337號,121.798950,24.684800
180,宜蘭縣三星鄉三星路５段７０號,宜蘭縣三星鄉義德村1鄰三星路五段70號,121.651549,24.666119
181,宜蘭縣大同鄉崙埤村朝陽４０號,宜蘭縣大同鄉崙埤村4鄰朝陽40號,121.608845,24.677855
182,宜蘭縣南澳鄉蘇花路２段３７５號,宜蘭縣南澳鄉南澳村2鄰蘇花路二段375號,121.803525,24.465830
183,宜蘭縣宜蘭市神農路１段２０２號,宜蘭縣宜蘭市復興里13鄰神農路一段202號,121.750272,24.748913
184,宜蘭縣宜蘭市中山路３段１８３號,宜蘭縣宜蘭市中山里4鄰中山路三段183號,121.753084,24.760146
185,宜蘭縣宜蘭市中山路３段４１號,宜蘭縣宜蘭市南門里2鄰中山路三段41號,121.752230,24.756297
186,宜蘭縣宜蘭市中山路１８０號,宜蘭縣宜蘭市東門里12鄰中山路三段180號,121.753231,24.759796
187,宜蘭縣宜蘭市民權里中華路３７號,宜蘭縣宜蘭市民權里4鄰中華路37號,121.753792,24.746778
188,宜蘭縣宜蘭市新興路６２號,宜蘭縣宜蘭市小東里5鄰新興路62號,121.758176,24.759792
189,宜蘭縣宜蘭市康樂路９６號,宜蘭縣宜蘭市新民里15鄰康樂路96號,121.754511,24.756220
190,宜蘭縣宜蘭市農權路２１１號１樓,宜蘭縣宜蘭市復興里10鄰農權路211號,121.750677,24.746561
191,宜蘭縣宜蘭市泰山路１５號,宜蘭縣宜蘭市民族里15鄰泰山路15號,121.747839,24.754408
192,宜蘭縣宜蘭市健康路３段３６號,宜蘭縣宜蘭市民族里2鄰健康路三段36號,121.750003,24.751546
193,宜蘭縣宜蘭市民權新路２－１８號,宜蘭縣宜蘭市民權里10鄰民權新路2之18號,121.752629,24.751003
194,宜蘭縣宜蘭市農權路２段１５號,宜蘭縣宜蘭市思源里1鄰農權路二段15號,121.744783,24.748025
195,宜蘭縣宜蘭市復興路３段６８號,宜蘭縣宜蘭市建軍里7鄰復興路三段68號,121.739783,24.751336
196,宜蘭縣宜蘭市復興里健康路２段３６號,宜蘭縣宜蘭市復興里4鄰健康路二段36號,121.751832,24.746724
197,宜蘭縣宜蘭市新民里新民路１６３號１樓,宜蘭縣宜蘭市新民里12鄰新民路163號,121.753259,24.757613
198,宜蘭縣宜蘭市神農里和睦路２３－２號,宜蘭縣宜蘭市神農里16鄰和睦路23之2號,121.756380,24.754619
199,宜蘭縣宜蘭市神農路２段２２號,宜蘭縣宜蘭市民權里9鄰神農路二段22號,121.750753,24.750286
200,宜蘭縣宜蘭市中山路２９號２樓之１,宜蘭縣宜蘭市南門里2鄰中山路三段29號,121.752144,24.756036
201,宜蘭縣宜蘭市崇聖街３５－１號,宜蘭縣宜蘭市新民里10鄰崇聖街35之1號,121.754711,24.755816
202,宜蘭縣宜蘭市女中路３段２６－２號１樓,宜蘭縣宜蘭市思源里8鄰女中路三段26之2號,121.741971,24.745780
203,宜蘭縣宜蘭市宜中路１６５號,宜蘭縣宜蘭市建軍里1鄰宜中路165號,121.743652,24.749620
204,宜蘭縣宜蘭市中山路２段３８２號,宜蘭縣宜蘭市神農里15鄰中山路二段382號,121.753531,24.751051
205,宜蘭縣宜蘭市女中路３段３００號,宜蘭縣宜蘭市七結里8鄰女中路三段300號,121.735429,24.747618
206,宜蘭縣宜蘭市黎明３路１段４２號,找不到指定的門牌地址。,,
207,宜蘭縣宜蘭市自強路１１６－５號,宜蘭縣宜蘭市擺厘里6鄰自強路116之5號,121.749413,24.742992
208,宜蘭縣宜蘭市長春路１４１號,宜蘭縣宜蘭市民族里1鄰長春路141號,121.749495,24.750802
209,宜蘭縣宜蘭市神農路１段１２５號１樓,宜蘭縣宜蘭市文化里2鄰神農路一段125號,121.750433,24.749947
210,宜蘭縣宜蘭市民族路３１２號,宜蘭縣宜蘭市文化里15鄰民族路312號,121.746281,24.751412
211,宜蘭縣宜蘭市延平路３８之３４號,宜蘭縣宜蘭市成功里8鄰延平路38之34號,121.765764,24.755622
212,宜蘭縣宜蘭市公園路５１９號１、２樓,宜蘭縣宜蘭市建業里2鄰公園路519號,121.756395,24.741715
213,宜蘭縣宜蘭市女中路２段４３１號,宜蘭縣宜蘭市擺厘里11鄰女中路二段431號,121.750874,24.744712
214,宜蘭縣宜蘭市縣政一街７號１樓,宜蘭縣宜蘭市南津里11鄰縣政一街7號,121.765038,24.728443
215,宜蘭縣宜蘭市慈安路３５－１５、３５－１７號１－２樓,宜蘭縣宜蘭市慈安里7鄰慈安路35之15號,121.761480,24.759486
216,宜蘭縣羅東鎮民生路１０７號,宜蘭縣羅東鎮賢文里32鄰民生路107號,121.766053,24.677805
217,宜蘭縣羅東鎮公正路１０３號,宜蘭縣羅東鎮集祥里9鄰公正路103號,121.770834,24.678225
218,宜蘭縣羅東鎮民權路５６巷７號,宜蘭縣羅東鎮中山里2鄰民權路56巷7號,121.770033,24.675781
219,宜蘭縣羅東鎮中正路２１２號,宜蘭縣羅東鎮大新里5鄰中正路212號,121.772082,24.677798
