"","TownID","TownCode","TownName","VillagCode","VillagEng","VillagName"
"118","G09","1000203","蘇澳鎮","273","Nancheng Vil.","南成里"
"119","G09","1000203","蘇澳鎮","274","Nanxing Vil.","南興里"
"120","G09","1000203","蘇澳鎮","275","Nanning Vil.","南寧里"
"121","G09","1000203","蘇澳鎮","276","Nanjian Vil.","南建里"
"122","G09","1000203","蘇澳鎮","277","Dong'ao Vil.","東澳里"
"123","G09","1000203","蘇澳鎮","278","Nanqiang Vil.","南強里"
"124","G09","1000203","蘇澳鎮","279","Zhaoyang Vil.","朝陽里"
"125","G09","1000203","蘇澳鎮","280","Sheng'ai  Vil.","聖愛里"
"126","G03","1000205","礁溪鄉","319","Wusha Vil.","吳沙村"
"127","G03","1000205","礁溪鄉","320","Longtan Vil.","龍潭村"
"128","G04","1000206","壯圍鄉","323","Jixiang Vil.","吉祥村"
"129","G04","1000206","壯圍鄉","324","Meifu Vil.","美福村"
"130","G04","1000206","壯圍鄉","325","Xinnan Vil.","新南村"
"131","G04","1000206","壯圍鄉","326","Donggang Vil.","東港村"
"132","G04","1000206","壯圍鄉","327","Fuxing Vil.","復興村"
"133","G04","1000206","壯圍鄉","328","Guoling Vil.","過嶺村"
"134","G04","1000206","壯圍鄉","329","Yongzhen Vil.","永鎮村"
"135","G04","1000206","壯圍鄉","330","Zhongxiao Vil.","忠孝村"
"136","G04","1000206","壯圍鄉","331","Guting Vil.","古亭村"
"137","G04","1000206","壯圍鄉","332","Gonglao Vil.","功/勞村"
"138","G04","1000206","壯圍鄉","333","Meicheng Vil.","美城村"
"139","G04","1000206","壯圍鄉","334","Xinshe Vil.","新社村"
"140","G04","1000206","壯圍鄉","335","Dafu Vil.","大福村"
"141","G04","1000206","壯圍鄉","336","Gujie Vil.","古結村"
"142","G05","1000207","員山鄉","337","Yuanshan Vil.","員山村"
"143","G05","1000207","員山鄉","338","Shangde Vil.","尚/德村"
"144","G05","1000207","員山鄉","339","Huihao Vil.","惠好村"
"145","G05","1000207","員山鄉","340","Qixian Vil.","七賢村"
"146","G05","1000207","員山鄉","341","Shengou Vil.","深溝村"
"147","G05","1000207","員山鄉","342","Zhenxiang Vil.","蓁巷村"
"148","G05","1000207","員山鄉","343","Neicheng Vil.","內城村"
"149","G05","1000207","員山鄉","344","Zhonghua Vil.","中華村"
"150","G05","1000207","員山鄉","345","Yonghe Vil.","永和村"
"151","G05","1000207","員山鄉","346","Toufen Vil.","頭分村"
"152","G05","1000207","員山鄉","347","Zhenshan Vil.","枕山村"
"153","G05","1000207","員山鄉","348","Tongle Vil.","同樂村"
"154","G05","1000207","員山鄉","349","Hudong Vil.","湖東村"
"155","G05","1000207","員山鄉","350","Yixian Vil.","逸仙村"
"156","G05","1000207","員山鄉","351","Hubei Vil.","湖北村"
"157","G05","1000207","員山鄉","352","Huxi Vil.","湖西村"
"158","G08","1000208","冬山鄉","353","Wuyuan Vil.","武淵村"
"159","G08","1000208","冬山鄉","354","Zhenzhu Vil.","珍珠村"
"160","G08","1000208","冬山鄉","355","Bucheng Vil.","補城村"
"161","G08","1000208","冬山鄉","356","Sanqi Vil.","三奇村"
"162","G08","1000208","冬山鄉","357","Daxing Vil.","大興村"
"163","G08","1000208","冬山鄉","358","Dongcheng Vil.","東城村"
"164","G08","1000208","冬山鄉","359","Xianghe Vil.","香和村"
"165","G08","1000208","冬山鄉","360","Nanxing Vil.","南興村"
"166","G08","1000208","冬山鄉","361","Dongshan Vil.","冬山村"
"167","G08","1000208","冬山鄉","362","Anping Vil.","安平村"
"168","G08","1000208","冬山鄉","363","Taihe Vil.","太和村"
"169","G08","1000208","冬山鄉","364","Babao Vil.","八寶村"
"170","G08","1000208","冬山鄉","365","Wanshan Vil.","丸山村"
"171","G08","1000208","冬山鄉","366","Zhongshan Vil.","中山村"
"172","G08","1000208","冬山鄉","367","Shun'an Vil.","順安村"
"173","G08","1000208","冬山鄉","368","Yongmei Vil.","永美村"
"174","G08","1000208","冬山鄉","369","Qunying Vil.","群英村"
"175","G08","1000208","冬山鄉","370","Qinggou Vil.","清溝村"
"176","G08","1000208","冬山鄉","371","Lupu Vil.","鹿埔村"
"177","G08","1000208","冬山鄉","372","De'an Vil.","得安村"
"178","G08","1000208","冬山鄉","373","Guangxing Vil.","廣興村"
"179","G08","1000208","冬山鄉","374","Guang'an Vil.","廣安村"
"180","G08","1000208","冬山鄉","375","Kelin Vil.","柯林村"
"181","G08","1000208","冬山鄉","376","Dajin Vil.","大進村"
"182","G07","1000209","五結鄉","377","Sanxing Vil.","三興村"
"183","G07","1000209","五結鄉","378","Erjie Vil.","二結村"
"184","G07","1000209","五結鄉","379","Zhen'an Vil.","鎮安村"
"185","G07","1000209","五結鄉","380","Shangsi Vil.","上四/村"
"186","G07","1000209","五結鄉","381","Zhongxing Vil.","中興村"
"187","G07","1000209","五結鄉","382","Sijie Vil.","四/結村"
"188","G07","1000209","五結鄉","383","Fuxing Vil.","福興村"
"189","G07","1000209","五結鄉","384","Wujie Vil.","五結村"
"190","G07","1000209","五結鄉","385","Daji Vil.","大吉村"
"191","G07","1000209","五結鄉","386","Xiehe Vil.","協和村"
"192","G07","1000209","五結鄉","387","Xiaowei Vil.","孝威村"
"193","G07","1000209","五結鄉","388","Jinzhong Vil.","錦眾村"
"194","G07","1000209","五結鄉","389","Lize Vil.","利澤村"
"195","G07","1000209","五結鄉","390","Chengxing Vil.","成興村"
"196","G07","1000209","五結鄉","391","Jixin Vil.","季新村"
"197","G10","1000210","三星鄉","392","Yuanshan Vil.","員山村"
"198","G10","1000210","三星鄉","393","Tianshan Vil.","天山村"
"199","G10","1000210","三星鄉","394","Tianfu Vil.","天福村"
"200","G10","1000210","三星鄉","395","Shuangxian Vil.","雙賢村"
"201","G10","1000210","三星鄉","396","Renhe Vil.","人和村"
"202","G10","1000210","三星鄉","397","Yide Vil.","義德村"
"203","G10","1000210","三星鄉","398","Jiqing Vil.","集慶村"
"204","G10","1000210","三星鄉","399","Yuemei Vil.","月眉村"
"205","G10","1000210","三星鄉","400","Gongzhao Vil.","拱照村"
"206","G10","1000210","三星鄉","401","Dayin Vil.","大隱村"
"207","G10","1000210","三星鄉","402","Xingjian Vil.","行健村"
"208","G10","1000210","三星鄉","403","Wande Vil.","萬德村"
"209","G10","1000210","三星鄉","404","Guilin Vil.","貴林村"
"210","G10","1000210","三星鄉","405","Wanfu Vil.","萬富村"
"211","G10","1000210","三星鄉","406","Dayi Vil.","大義村"
"212","G10","1000210","三星鄉","407","Shangwu Vil.","尚/武村"
"213","G10","1000210","三星鄉","408","Dazhou Vil.","大洲村"
"214","G10","1000210","三星鄉","409","Weiqian Vil.","尾塹村"
"215","G11","1000211","大同鄉","410","Hanxi Vil.","寒溪村"
"216","G11","1000211","大同鄉","411","Lunbi Vil.","崙埤村"
"217","G11","1000211","大同鄉","412","Songluo Vil.","松羅村"
"218","G11","1000211","大同鄉","413","Fuxing Vil.","復興村"
"219","G11","1000211","大同鄉","415","Leshui Vil.","樂水村"
"220","G11","1000211","大同鄉","416","Taiping Vil.","太平村"
"221","G11","1000211","大同鄉","417","Siji Vil.","四/季村"
"222","G11","1000211","大同鄉","418","Nanshan Vil.","南山村"
"223","G12","1000212","南澳鄉","420","Nan'ao Vil.","南澳村"
"224","G12","1000212","南澳鄉","421","Bihou Vil.","碧候村"
"225","G12","1000212","南澳鄉","422","Dongyue Vil.","東岳村"
"226","G12","1000212","南澳鄉","423","Jinyue Vil.","金岳村"
"227","G12","1000212","南澳鄉","424","Wuta Vil.","武塔村"
"228","G12","1000212","南澳鄉","426","Aohua Vil.","澳花村"
"229","G03","1000205","礁溪鄉","322","Erjie Vil.","二結村"
"230","G03","1000205","礁溪鄉","321","Paolun Vil.","匏崙村"
"231","G12","1000212","南澳鄉","425","Jinyang Vil.","金洋村"
"232","G11","1000211","大同鄉","419","Mao'an Vil.","茂安村"
"233","G11","1000211","大同鄉","414","Yingshi Vil.","英士村"
